Geneid	p_value	p_value_corrected
ENSG00000225925	0.0017427608453817317	0.8582645063837668
ENSG00000225101	0.001793017453792588	0.8582645063837668
ENSG00000172465	0.0018162186298104057	0.8582645063837668
ENSG00000231550	0.0018256872936336477	0.8582645063837668
ENSG00000130731	0.0018421286582432034	0.8582645063837668
ENSG00000227942	0.00204876845770082	0.8582645063837668
ENSG00000239264	0.0021255200638514247	0.8582645063837668
ENSG00000101974	0.0021807186218361883	0.8582645063837668
ENSG00000106588	0.002202041368166068	0.8582645063837668
ENSG00000135828	0.002251671765087475	0.8582645063837668
ENSG00000279653	0.0022539181133677563	0.8582645063837668
ENSG00000204977	0.0023633499775648163	0.8582645063837668
ENSG00000119414	0.0025104361008351393	0.8582645063837668
ENSG00000119844	0.002560479834479551	0.8582645063837668
ENSG00000268916	0.002567564285310485	0.8582645063837668
ENSG00000109814	0.002578893617186182	0.8582645063837668
ENSG00000126698	0.002636979570450057	0.8582645063837668
ENSG00000197744	0.0026454681768594375	0.8582645063837668
ENSG00000276126	0.0026458950407270984	0.8582645063837668
ENSG00000233966	0.0026491229919209007	0.8582645063837668
ENSG00000279236	0.0026694151853908325	0.8582645063837668
ENSG00000271387	0.0027230367908051257	0.8582645063837668
ENSG00000219797	0.0027395366252139647	0.8582645063837668
ENSG00000171772	0.002769475311550219	0.8582645063837668
ENSG00000275158	0.00276965711033214	0.8582645063837668
ENSG00000081923	0.0027935230968639513	0.8582645063837668
ENSG00000108828	0.0028086544405142616	0.8582645063837668
ENSG00000070950	0.0028120064637680254	0.8582645063837668
ENSG00000168566	0.002865182237201013	0.8582645063837668
ENSG00000205559	0.002903781943824929	0.8582645063837668
ENSG00000135074	0.0029071583709951625	0.8582645063837668
ENSG00000143363	0.0029189533757359924	0.8582645063837668
ENSG00000169330	0.00293895738421246	0.8582645063837668
ENSG00000232133	0.002947431428196835	0.8582645063837668
ENSG00000231744	0.00299228546159608	0.8582645063837668
ENSG00000277421	0.0030209927937865817	0.8582645063837668
ENSG00000143971	0.0031207430936572977	0.8582645063837668
ENSG00000180834	0.003145789704485963	0.8582645063837668
ENSG00000077254	0.0032233616787082915	0.8582645063837668
ENSG00000257642	0.003287917391001849	0.8582645063837668
ENSG00000236216	0.0033443096164382357	0.8582645063837668
ENSG00000108106	0.0033698166676703373	0.8582645063837668
ENSG00000251595	0.0034054444225674755	0.8582645063837668
ENSG00000198300	0.003412016203212143	0.8582645063837668
ENSG00000066044	0.0034170878723729626	0.8582645063837668
ENSG00000170955	0.0034258973077986644	0.8582645063837668
ENSG00000113520	0.0034266181634329766	0.8582645063837668
ENSG00000101190	0.0034930451759851724	0.8582645063837668
ENSG00000236811	0.0036456765881219514	0.8582645063837668
ENSG00000234191	0.0036474033653534927	0.8582645063837668
ENSG00000238517	0.0036474033653534927	0.8582645063837668
ENSG00000265934	0.003662171093103042	0.8582645063837668
ENSG00000171223	0.0036731442463501553	0.8582645063837668
ENSG00000060491	0.0037727869275509802	0.8582645063837668
ENSG00000171428	0.0037931342841894954	0.8582645063837668
ENSG00000182584	0.0038276478050215056	0.8582645063837668
ENSG00000271196	0.0038874659352596055	0.8582645063837668
ENSG00000119862	0.0038896435585589408	0.8582645063837668
ENSG00000156206	0.003900414402088023	0.8582645063837668
ENSG00000225755	0.0039153924372429495	0.8582645063837668
ENSG00000236765	0.003921362942883622	0.8582645063837668
ENSG00000213943	0.0039927539899230514	0.8582645063837668
ENSG00000162643	0.003993952381357506	0.8582645063837668
ENSG00000099783	0.004024929513831613	0.8582645063837668
ENSG00000103018	0.004112358367181122	0.8582645063837668
ENSG00000262154	0.004122956476187759	0.8582645063837668
ENSG00000197381	0.004171739972270751	0.8582645063837668
ENSG00000197536	0.0042602262890747405	0.8582645063837668
ENSG00000278198	0.004281295148414427	0.8582645063837668
ENSG00000257350	0.004363845441748037	0.8582645063837668
ENSG00000266145	0.004376312725715151	0.8582645063837668
ENSG00000224339	0.004382686834789013	0.8582645063837668
ENSG00000234639	0.004433141226435826	0.8582645063837668
ENSG00000263326	0.004464944890215747	0.8582645063837668
ENSG00000154277	0.004572354193202416	0.8582645063837668
ENSG00000136826	0.004646685525548037	0.8582645063837668
ENSG00000206957	0.004647663011474707	0.8582645063837668
ENSG00000276728	0.004668843212726506	0.8582645063837668
ENSG00000131711	0.004700273316361176	0.8582645063837668
ENSG00000261308	0.004749795972107118	0.8582645063837668
ENSG00000237484	0.004813937979863712	0.8582645063837668
ENSG00000102054	0.004823579831462832	0.8582645063837668
ENSG00000110811	0.004844324729026271	0.8582645063837668
ENSG00000271895	0.004885856168932028	0.8582645063837668
ENSG00000253409	0.0048956244192816375	0.8582645063837668
ENSG00000153814	0.004964654726725436	0.8582645063837668
ENSG00000170638	0.004979378792103901	0.8582645063837668
ENSG00000160007	0.004985847136210818	0.8582645063837668
ENSG00000275540	0.004988290715787261	0.8582645063837668
ENSG00000156475	0.004988290715787261	0.8582645063837668
ENSG00000168234	0.005034085114663876	0.8582645063837668
ENSG00000143543	0.005037692784821417	0.8582645063837668
ENSG00000279866	0.0051000544495504105	0.8582645063837668
ENSG00000079313	0.005137361259671103	0.8582645063837668
ENSG00000225578	0.005215805759105937	0.8582645063837668
ENSG00000226226	0.005223153998262906	0.8582645063837668
ENSG00000226111	0.005311037885766687	0.8582645063837668
ENSG00000280333	0.005356274089527814	0.8582645063837668
ENSG00000165175	0.005369806921131206	0.8582645063837668
ENSG00000202533	0.005372185068923007	0.8582645063837668
ENSG00000172765	0.005395723832712926	0.8582645063837668
ENSG00000172058	0.005404034615517115	0.8582645063837668
ENSG00000280433	0.005553218261621556	0.8582645063837668
ENSG00000235211	0.005561871349867661	0.8582645063837668
ENSG00000234500	0.005582267702049182	0.8582645063837668
ENSG00000140740	0.005635875255382859	0.8582645063837668
ENSG00000243711	0.005656132939172149	0.8582645063837668
ENSG00000201321	0.00568627941422392	0.8582645063837668
ENSG00000261618	0.005862169419836178	0.8582645063837668
ENSG00000198945	0.005868883697764893	0.8582645063837668
ENSG00000214309	0.005905045371733645	0.8582645063837668
ENSG00000254778	0.005928784744688629	0.8582645063837668
ENSG00000234218	0.005945526730103961	0.8582645063837668
ENSG00000183929	0.005983345648585925	0.8582645063837668
ENSG00000173451	0.006003184390665267	0.8582645063837668
ENSG00000232569	0.006013019971489859	0.8582645063837668
ENSG00000275300	0.006013694399950618	0.8582645063837668
ENSG00000278183	0.00603244598076955	0.8582645063837668
ENSG00000116906	0.006033161016782192	0.8582645063837668
ENSG00000139508	0.0060491484568714875	0.8582645063837668
ENSG00000254676	0.006068864648811107	0.8582645063837668
ENSG00000141068	0.006075996093510813	0.8582645063837668
ENSG00000228615	0.00615013721608425	0.8582645063837668
ENSG00000132781	0.006150471870523144	0.8582645063837668
ENSG00000135916	0.006163394219296122	0.8582645063837668
ENSG00000137996	0.006288563462124461	0.8582645063837668
ENSG00000203364	0.0062966481841568046	0.8582645063837668
ENSG00000223508	0.006303877587759577	0.8582645063837668
ENSG00000257730	0.0063484172639945175	0.8582645063837668
ENSG00000176055	0.006452835785032704	0.8582645063837668
ENSG00000232709	0.00649438908126067	0.8582645063837668
ENSG00000272764	0.0065512171878308705	0.8582645063837668
ENSG00000243554	0.006579023367108638	0.8582645063837668
ENSG00000163879	0.006606952544747381	0.8582645063837668
ENSG00000262248	0.006612440622584734	0.8582645063837668
ENSG00000101246	0.006664781046984528	0.8582645063837668
ENSG00000226686	0.006671877456587719	0.8582645063837668
ENSG00000116171	0.006706083919067307	0.8582645063837668
ENSG00000225921	0.006747662863307398	0.8582645063837668
ENSG00000131400	0.006758570970879094	0.8582645063837668
ENSG00000211787	0.006792105912090774	0.8582645063837668
ENSG00000262408	0.006809955531751808	0.8582645063837668
ENSG00000185483	0.006849191073322173	0.8582645063837668
ENSG00000172244	0.006859124280863112	0.8582645063837668
ENSG00000269054	0.006872550454828432	0.8582645063837668
ENSG00000211866	0.006886632060084402	0.8582645063837668
ENSG00000223117	0.006901809942609171	0.8582645063837668
ENSG00000280211	0.0069914699390853565	0.8582645063837668
ENSG00000229473	0.007030301948325297	0.8582645063837668
ENSG00000260438	0.007050572249114568	0.8582645063837668
ENSG00000109929	0.007073628861099429	0.8582645063837668
ENSG00000263786	0.007082944914247897	0.8582645063837668
ENSG00000262814	0.007114899292278314	0.8582645063837668
ENSG00000123600	0.007131800074783616	0.8582645063837668
ENSG00000183793	0.007138041784704913	0.8582645063837668
ENSG00000270993	0.0071403182132088894	0.8582645063837668
ENSG00000135778	0.007175766284281763	0.8582645063837668
ENSG00000177989	0.007219595848300356	0.8582645063837668
ENSG00000237095	0.007282343859431313	0.8582645063837668
ENSG00000259899	0.007382315724384995	0.8582645063837668
ENSG00000119801	0.007438772037326544	0.8582645063837668
ENSG00000255142	0.00745929024566272	0.8582645063837668
ENSG00000261840	0.007474625727332067	0.8582645063837668
ENSG00000205269	0.007489551197841486	0.8582645063837668
ENSG00000268027	0.007500479027907178	0.8582645063837668
ENSG00000213471	0.00758068345701347	0.8582645063837668
ENSG00000156269	0.007592205837669095	0.8582645063837668
ENSG00000214812	0.007768462135062903	0.8582645063837668
ENSG00000181264	0.007781458977606007	0.8582645063837668
ENSG00000276509	0.00789847734372521	0.8582645063837668
ENSG00000129214	0.007911497964188401	0.8582645063837668
ENSG00000270804	0.008072720714015227	0.8582645063837668
ENSG00000136868	0.008093863311469543	0.8582645063837668
ENSG00000250471	0.00810368560159386	0.8582645063837668
ENSG00000070423	0.0081139151674549	0.8582645063837668
ENSG00000226450	0.008191193632063802	0.8582645063837668
ENSG00000220505	0.008196234073238731	0.8582645063837668
ENSG00000133818	0.008203535609232137	0.8582645063837668
ENSG00000184507	0.008214778894439084	0.8582645063837668
ENSG00000169230	0.00827607970373699	0.8582645063837668
ENSG00000126351	0.008308239277065385	0.8582645063837668
ENSG00000259162	0.008333109442521832	0.8582645063837668
ENSG00000259959	0.008356813794064196	0.8582645063837668
ENSG00000214796	0.008375556552705379	0.8582645063837668
ENSG00000225335	0.008453073287026451	0.8582645063837668
ENSG00000271264	0.008463744008881275	0.8582645063837668
ENSG00000140406	0.008587363495025046	0.8582645063837668
ENSG00000107338	0.00859124273673921	0.8582645063837668
ENSG00000072958	0.008600711458972891	0.8582645063837668
ENSG00000156928	0.008624125276137054	0.8582645063837668
ENSG00000225963	0.008716300458208464	0.8582645063837668
ENSG00000236015	0.008734115623432655	0.8582645063837668
ENSG00000156253	0.008815357081005507	0.8582645063837668
ENSG00000269374	0.008906522938672019	0.8582645063837668
ENSG00000152234	0.00900807045656977	0.8582645063837668
ENSG00000189332	0.009144833501038068	0.8582645063837668
ENSG00000007516	0.009167888006417648	0.8582645063837668
ENSG00000171695	0.009170346376131322	0.8582645063837668
ENSG00000187479	0.009182598985500555	0.8582645063837668
ENSG00000277768	0.009264682745185474	0.8582645063837668
ENSG00000240143	0.00927443687789448	0.8582645063837668
ENSG00000254298	0.00927932693475806	0.8582645063837668
ENSG00000274227	0.009317499492284814	0.8582645063837668
ENSG00000233602	0.009407325831603414	0.8582645063837668
ENSG00000250602	0.009449247149395101	0.8582645063837668
ENSG00000187688	0.009481734243168225	0.8582645063837668
ENSG00000230736	0.00954432373918543	0.8582645063837668
ENSG00000160233	0.009638126587358678	0.8582645063837668
ENSG00000185900	0.00966115713661211	0.8582645063837668
ENSG00000186130	0.00967818341130906	0.8582645063837668
ENSG00000170615	0.009705882216546488	0.8582645063837668
ENSG00000167595	0.009750677839406748	0.8582645063837668
ENSG00000180592	0.009764180217823652	0.8582645063837668
ENSG00000213435	0.009820891725433687	0.8582645063837668
ENSG00000270760	0.009834631019274396	0.8582645063837668
ENSG00000004534	0.00983595846059988	0.8582645063837668
ENSG00000225236	0.01003586161632023	0.8582645063837668
ENSG00000256325	0.010070030229802074	0.8582645063837668
ENSG00000228267	0.010083690585082586	0.8582645063837668
ENSG00000172216	0.010161579246763038	0.8582645063837668
ENSG00000148356	0.010196876963681928	0.8582645063837668
ENSG00000259884	0.010293295536233017	0.8582645063837668
ENSG00000144827	0.01031005498583398	0.8582645063837668
ENSG00000238289	0.010326849070414286	0.8582645063837668
ENSG00000197442	0.01034868454892619	0.8582645063837668
ENSG00000072609	0.010419582695230753	0.8582645063837668
ENSG00000277150	0.010436842546952254	0.8582645063837668
ENSG00000213305	0.010465148554203498	0.8582645063837668
ENSG00000254667	0.010501114858370238	0.8582645063837668
ENSG00000183696	0.010531747048955929	0.8582645063837668
ENSG00000197008	0.010559907170053123	0.8582645063837668
ENSG00000112144	0.0106313189986644	0.8582645063837668
ENSG00000143033	0.010674547151427028	0.8582645063837668
ENSG00000250508	0.01075490839935467	0.8582645063837668
ENSG00000135338	0.01085690213589475	0.8582645063837668
ENSG00000173947	0.01091704678450239	0.8582645063837668
ENSG00000119392	0.010988212103583367	0.8582645063837668
ENSG00000112339	0.011021174949150914	0.8582645063837668
ENSG00000279718	0.01102695656475525	0.8582645063837668
ENSG00000165186	0.011039413616489144	0.8582645063837668
ENSG00000232204	0.011101530750800228	0.8582645063837668
ENSG00000143337	0.011133690573130456	0.8582645063837668
ENSG00000227264	0.011217416730425015	0.8582645063837668
ENSG00000116489	0.011345270685253508	0.8582645063837668
ENSG00000112081	0.011364108164935358	0.8582645063837668
ENSG00000113070	0.011365991491548887	0.8582645063837668
ENSG00000185787	0.011391163644777656	0.8582645063837668
ENSG00000177294	0.011446676914001704	0.8582645063837668
ENSG00000105298	0.011492236923557116	0.8582645063837668
ENSG00000261007	0.01150142475819068	0.8582645063837668
ENSG00000137692	0.011505041013350873	0.8582645063837668
ENSG00000110400	0.011558581896433925	0.8582645063837668
ENSG00000070731	0.011563420321580715	0.8582645063837668
ENSG00000122034	0.01157361140907344	0.8582645063837668
ENSG00000242756	0.011782377963574312	0.8582645063837668
ENSG00000172493	0.01185495562198822	0.8582645063837668
ENSG00000120696	0.011965732600649988	0.8582645063837668
ENSG00000227827	0.011978747576704606	0.8582645063837668
ENSG00000106829	0.011983285566369687	0.8582645063837668
ENSG00000232716	0.012042780027944263	0.8582645063837668
ENSG00000123739	0.012122390028189997	0.8582645063837668
ENSG00000248468	0.012135137646783837	0.8582645063837668
ENSG00000128805	0.0121962601837009	0.8582645063837668
ENSG00000075340	0.012200774185800992	0.8582645063837668
ENSG00000124659	0.012215127651881326	0.8582645063837668
ENSG00000241818	0.012273351489030476	0.8582645063837668
ENSG00000141198	0.012277304942805505	0.8582645063837668
ENSG00000039068	0.012298925364004452	0.8582645063837668
ENSG00000183291	0.012311590959682948	0.8582645063837668
ENSG00000137509	0.012315485617200911	0.8582645063837668
ENSG00000100142	0.012350978120939368	0.8582645063837668
ENSG00000174749	0.012354759751273751	0.8582645063837668
ENSG00000229122	0.012409891453630875	0.8582645063837668
ENSG00000151689	0.01240992880884487	0.8582645063837668
ENSG00000250742	0.012420300890803688	0.8582645063837668
ENSG00000137449	0.012451693003736792	0.8582645063837668
ENSG00000277868	0.012459012757700859	0.8582645063837668
ENSG00000255987	0.012478409735529676	0.8582645063837668
ENSG00000277287	0.012520291567386436	0.8582645063837668
ENSG00000188883	0.012528370691153605	0.8582645063837668
ENSG00000229932	0.012539377042734499	0.8582645063837668
ENSG00000130749	0.012594507965139466	0.8582645063837668
ENSG00000167470	0.012610700909400667	0.8582645063837668
ENSG00000171853	0.012645246382060075	0.8582645063837668
ENSG00000135525	0.012814929490513324	0.8582645063837668
ENSG00000173540	0.012883294367889738	0.8582645063837668
ENSG00000226361	0.012946182408172788	0.8582645063837668
ENSG00000228128	0.012991523210470224	0.8582645063837668
ENSG00000234074	0.013055517854109343	0.8582645063837668
ENSG00000164252	0.013059369754593412	0.8582645063837668
ENSG00000260083	0.01308433999371456	0.8582645063837668
ENSG00000260751	0.013125790312993393	0.8582645063837668
ENSG00000107372	0.01315131292770973	0.8582645063837668
ENSG00000227436	0.013182100959134824	0.8582645063837668
ENSG00000178209	0.013183685311998856	0.8582645063837668
ENSG00000130775	0.0133310998787795	0.8582645063837668
ENSG00000255977	0.013343027166356387	0.8582645063837668
ENSG00000123416	0.013400573456886604	0.8582645063837668
ENSG00000140988	0.013487003634183939	0.8582645063837668
ENSG00000271180	0.013491688894208107	0.8582645063837668
ENSG00000226372	0.013624848566701169	0.8582645063837668
ENSG00000096092	0.013687788895858708	0.8582645063837668
ENSG00000143147	0.013835993679382728	0.8582645063837668
ENSG00000122122	0.01392310028581685	0.8582645063837668
ENSG00000170684	0.01393052145261761	0.8582645063837668
ENSG00000234893	0.013951705915757107	0.8582645063837668
ENSG00000123983	0.013971403387139605	0.8582645063837668
ENSG00000233307	0.014036524856539343	0.8582645063837668
ENSG00000229349	0.01429139612325523	0.8582645063837668
ENSG00000163823	0.014311513461672448	0.8582645063837668
ENSG00000228107	0.014315600203957847	0.8582645063837668
ENSG00000249839	0.014356820086004278	0.8582645063837668
ENSG00000198380	0.014714957670557615	0.8582645063837668
ENSG00000049249	0.014749881317354894	0.8582645063837668
ENSG00000255397	0.014815285761251545	0.8582645063837668
ENSG00000157734	0.01488314614173205	0.8582645063837668
ENSG00000123570	0.014889431886282641	0.8582645063837668
ENSG00000259075	0.014988343239026754	0.8582645063837668
ENSG00000152944	0.015029801210580292	0.8582645063837668
ENSG00000065485	0.01507725416223801	0.8582645063837668
ENSG00000150776	0.01512794160677481	0.8582645063837668
ENSG00000206412	0.01513473374302512	0.8582645063837668
ENSG00000278987	0.015178538554679748	0.8582645063837668
ENSG00000220522	0.015185680716715612	0.8582645063837668
ENSG00000166855	0.015234289963477992	0.8582645063837668
ENSG00000129128	0.01527860757731761	0.8582645063837668
ENSG00000198355	0.015461863790431256	0.8582645063837668
ENSG00000175029	0.01549936347597654	0.8582645063837668
ENSG00000260001	0.015541705555656789	0.8582645063837668
ENSG00000233158	0.015572541889350585	0.8582645063837668
ENSG00000185040	0.01562974308577633	0.8582645063837668
ENSG00000172466	0.015638212388559395	0.8582645063837668
ENSG00000111716	0.01564426297961998	0.8582645063837668
ENSG00000269990	0.015663213052505787	0.8582645063837668
ENSG00000140990	0.015702384107868377	0.8582645063837668
ENSG00000163041	0.01575884491282747	0.8582645063837668
ENSG00000155858	0.015781465865960107	0.8582645063837668
ENSG00000135334	0.015948097359017553	0.8582645063837668
ENSG00000069275	0.016022049900409417	0.8582645063837668
ENSG00000166507	0.016074867897644878	0.8582645063837668
ENSG00000230989	0.016122968950279027	0.8582645063837668
ENSG00000132763	0.016142335904862075	0.8582645063837668
ENSG00000185507	0.016165064581375805	0.8582645063837668
ENSG00000242697	0.016206947082408777	0.8582645063837668
ENSG00000031691	0.01628944354631219	0.8582645063837668
ENSG00000256304	0.016302684747318955	0.8582645063837668
ENSG00000139668	0.01631089884215942	0.8582645063837668
ENSG00000165948	0.01631768379573404	0.8582645063837668
ENSG00000065154	0.016390413015948516	0.8582645063837668
ENSG00000254777	0.016435216941806607	0.8582645063837668
ENSG00000242882	0.016490852334397888	0.8582645063837668
ENSG00000215120	0.016506048072360554	0.8582645063837668
ENSG00000165609	0.016549653338372043	0.8582645063837668
ENSG00000133884	0.016668412751026453	0.8582645063837668
ENSG00000133106	0.016744123303137938	0.8582645063837668
ENSG00000237702	0.016791396365730585	0.8582645063837668
ENSG00000168710	0.01681140614747703	0.8582645063837668
ENSG00000228797	0.01684136939783149	0.8582645063837668
ENSG00000228663	0.01689631248412033	0.8582645063837668
ENSG00000170581	0.016939413349148162	0.8582645063837668
ENSG00000109180	0.0170010376029813	0.8582645063837668
ENSG00000139433	0.01702087893255318	0.8582645063837668
ENSG00000188732	0.017044654826832036	0.8582645063837668
ENSG00000231435	0.017053606580074553	0.8582645063837668
ENSG00000162894	0.01706377295260451	0.8582645063837668
ENSG00000104973	0.01709237898752263	0.8582645063837668
ENSG00000120318	0.017141478556235625	0.8582645063837668
ENSG00000254409	0.01716261175000618	0.8582645063837668
ENSG00000214009	0.01718418944821425	0.8582645063837668
ENSG00000003987	0.017259593983908274	0.8582645063837668
ENSG00000241978	0.017284514744342	0.8582645063837668
ENSG00000253873	0.017291986716341017	0.8582645063837668
ENSG00000280378	0.017482855863375352	0.8582645063837668
ENSG00000100364	0.017502964777494086	0.8582645063837668
ENSG00000119048	0.01759319556501517	0.8582645063837668
ENSG00000143162	0.017696822851293384	0.8582645063837668
ENSG00000124795	0.017830952718499538	0.8582645063837668
ENSG00000106009	0.01783330657699841	0.8582645063837668
ENSG00000180613	0.017841801318108044	0.8582645063837668
ENSG00000138758	0.0178943773004034	0.8582645063837668
ENSG00000257433	0.01795709970907074	0.8582645063837668
ENSG00000237462	0.01798469770775963	0.8582645063837668
ENSG00000242028	0.01802977487369172	0.8582645063837668
ENSG00000105321	0.018140068074302285	0.8582645063837668
ENSG00000204801	0.018174156926106494	0.8582645063837668
ENSG00000178057	0.018183387161731932	0.8582645063837668
ENSG00000129534	0.018187041756425642	0.8582645063837668
ENSG00000166337	0.01818757763864107	0.8582645063837668
ENSG00000206077	0.018262280258423514	0.8582645063837668
ENSG00000185133	0.018284611751508528	0.8582645063837668
ENSG00000006015	0.018292851701489136	0.8582645063837668
ENSG00000278041	0.018294097327661716	0.8582645063837668
ENSG00000099256	0.018301135574356996	0.8582645063837668
ENSG00000271662	0.01849095039089614	0.8582645063837668
ENSG00000116729	0.018500954645980807	0.8582645063837668
ENSG00000231806	0.018500954645980807	0.8582645063837668
ENSG00000248356	0.018500954645980807	0.8582645063837668
ENSG00000252494	0.018500954645980807	0.8582645063837668
ENSG00000220908	0.018500954645980807	0.8582645063837668
ENSG00000159409	0.018500954645980807	0.8582645063837668
ENSG00000223431	0.018500954645980807	0.8582645063837668
ENSG00000201822	0.018500954645980807	0.8582645063837668
ENSG00000167195	0.018500954645980807	0.8582645063837668
ENSG00000222578	0.018500954645980807	0.8582645063837668
ENSG00000237481	0.018500954645980807	0.8582645063837668
ENSG00000276325	0.018500954645980807	0.8582645063837668
ENSG00000226375	0.018500954645980807	0.8582645063837668
ENSG00000206688	0.018500954645980807	0.8582645063837668
ENSG00000166407	0.018500954645980807	0.8582645063837668
ENSG00000227289	0.018500954645980807	0.8582645063837668
ENSG00000271415	0.018500954645980807	0.8582645063837668
ENSG00000268992	0.018500954645980807	0.8582645063837668
ENSG00000266239	0.018500954645980807	0.8582645063837668
ENSG00000236457	0.018500954645980807	0.8582645063837668
ENSG00000184304	0.018500954645980807	0.8582645063837668
ENSG00000133107	0.018500954645980807	0.8582645063837668
ENSG00000226533	0.018500954645980807	0.8582645063837668
ENSG00000258984	0.018500954645980807	0.8582645063837668
ENSG00000237485	0.018500954645980807	0.8582645063837668
ENSG00000171532	0.018500954645980807	0.8582645063837668
ENSG00000238795	0.018500954645980807	0.8582645063837668
ENSG00000234199	0.018500954645980807	0.8582645063837668
ENSG00000223552	0.018500954645980807	0.8582645063837668
ENSG00000228029	0.018500954645980807	0.8582645063837668
ENSG00000280036	0.018500954645980807	0.8582645063837668
ENSG00000126785	0.018500954645980807	0.8582645063837668
ENSG00000267543	0.018500954645980807	0.8582645063837668
ENSG00000002746	0.018500954645980807	0.8582645063837668
ENSG00000280130	0.018500954645980807	0.8582645063837668
ENSG00000240216	0.018500954645980807	0.8582645063837668
ENSG00000143867	0.018500954645980807	0.8582645063837668
ENSG00000237629	0.018500954645980807	0.8582645063837668
ENSG00000258590	0.018500954645980807	0.8582645063837668
ENSG00000147234	0.018500954645980807	0.8582645063837668
ENSG00000257886	0.018500954645980807	0.8582645063837668
ENSG00000205822	0.018500954645980807	0.8582645063837668
ENSG00000242170	0.018500954645980807	0.8582645063837668
ENSG00000279620	0.018500954645980807	0.8582645063837668
ENSG00000078098	0.018500954645980807	0.8582645063837668
ENSG00000273399	0.018500954645980807	0.8582645063837668
ENSG00000178033	0.018500954645980807	0.8582645063837668
ENSG00000207789	0.018500954645980807	0.8582645063837668
ENSG00000262081	0.018500954645980807	0.8582645063837668
ENSG00000236791	0.018500954645980807	0.8582645063837668
ENSG00000043355	0.018500954645980807	0.8582645063837668
ENSG00000232070	0.018500954645980807	0.8582645063837668
ENSG00000077943	0.018500954645980807	0.8582645063837668
ENSG00000270024	0.018500954645980807	0.8582645063837668
ENSG00000164294	0.018500954645980807	0.8582645063837668
ENSG00000233367	0.018500954645980807	0.8582645063837668
ENSG00000229330	0.018500954645980807	0.8582645063837668
ENSG00000224972	0.018500954645980807	0.8582645063837668
ENSG00000223390	0.018500954645980807	0.8582645063837668
ENSG00000230948	0.018501235888277897	0.8582645063837668
ENSG00000102755	0.018671521914939145	0.8582645063837668
ENSG00000171806	0.018679249504501488	0.8582645063837668
